"genes"	"modules"
"ASL"	"M21"
"ASLP1"	"M12"
"ASNSD1"	"M2"
"ASNSP6"	"M1"
"ASPA"	"M15"
"ASPDH"	"M5"
"ASPG"	"M1"
"ASPH"	"M1"
"ASPHD1"	"M13"
"ASPHD2"	"M15"
"ASPM"	"M9"
"ASPN"	"M1"
"ASPRV1"	"M2"
"ASPSCR1"	"M5"
"ASS1"	"M1"
"ASS1P2"	"M3"
"ASTN2"	"M2"
"ASXL1"	"M3"
"ASXL2"	"M10"
"ASXL3-DT"	"M1"
"ASZ1"	"M3"
"ATAD1"	"M16"
"ATAD2"	"M9"
"ATAD3A"	"M18"
"ATAD3B"	"M5"
"ATAD3C"	"M2"
"ATAD5"	"M11"
"ATAT1"	"M10"
"ATCAY"	"M4"
"ATE1"	"M3"
"ATE1-AS1"	"M2"
"ATF1"	"M2"
"ATF2"	"M2"
"ATF3"	"M19"
"ATF4"	"M4"
"ATF4P3"	"M7"
"ATF5"	"M1"
"ATF6B"	"M10"
"ATF7"	"M1"
"ATF7-NPFF"	"M12"
"ATF7IP"	"M11"
"ATF7IP2"	"M9"
"ATG10"	"M1"
"ATG10-IT1"	"M2"
"ATG101"	"M14"
"ATG16L2"	"M7"
"ATG2A"	"M2"
"ATG2B"	"M13"
"ATG3"	"M2"
"ATG4C"	"M18"
"ATG4D"	"M5"
"ATG5"	"M8"
"ATG9A"	"M3"
"ATG9B"	"M1"
"ATIC"	"M1"
"ATL2"	"M10"
"ATMIN"	"M2"
"ATN1"	"M18"
"ATOH1"	"M1"
"ATOH7"	"M1"
"ATOH8"	"M2"
"ATOX1"	"M4"
"ATP10A"	"M1"
"ATP10B"	"M1"
"ATP11A"	"M12"
"ATP11A-AS1"	"M25"
"ATP12A"	"M1"
"ATP13A1"	"M18"
"ATP13A2"	"M15"
"ATP13A3"	"M10"
"ATP13A4"	"M1"
"ATP13A5"	"M1"
"ATP13A5-AS1"	"M21"
"ATP1A1-AS1"	"M1"
"ATP1A2"	"M1"
"ATP1A3"	"M25"
"ATP1A4"	"M2"
"ATP1B1"	"M23"
"ATP1B2"	"M10"
"ATP1B3"	"M7"
"ATP1B3-AS1"	"M1"
"ATP23"	"M1"
"ATP2A1"	"M1"
"ATP2A1-AS1"	"M1"
"ATP2A3"	"M8"
"ATP2B1"	"M17"
"ATP2B1-AS1"	"M16"
"ATP2B2"	"M22"
"ATP2B2-IT1"	"M1"
"ATP2B2-IT2"	"M1"
"ATP2B4"	"M1"
"ATP2C2"	"M1"
"ATP2C2-AS1"	"M12"
"ATP5F1A"	"M3"
"ATP5F1AP10"	"M3"
"ATP5F1B"	"M3"
"ATP5F1C"	"M12"
"ATP5F1D"	"M14"
"ATP5F1E"	"M16"
"ATP5IF1"	"M15"
"ATP5MC1"	"M3"
"ATP5MC2"	"M4"
"ATP5MC3"	"M3"
"ATP5ME"	"M3"
"ATP5MF"	"M2"
"ATP5MF-PTCD1"	"M3"
"ATP5MG"	"M6"
"ATP5MGL"	"M29"
"ATP5MGP6"	"M2"
"ATP5MJ"	"M12"
"ATP5MK"	"M3"
"ATP5PB"	"M12"
"ATP5PBP1"	"M29"
"ATP5PBP5"	"M1"
"ATP5PD"	"M7"
"ATP5PDP2"	"M1"
"ATP5PF"	"M2"
"ATP5PO"	"M3"
"ATP6V0A1"	"M1"
"ATP6V0A2"	"M1"
"ATP6V0A4"	"M13"
"ATP6V0B"	"M3"
"ATP6V0C"	"M22"
"ATP6V0D1"	"M29"
"ATP6V0D2"	"M2"
"ATP6V0E1"	"M4"
"ATP6V0E2"	"M14"
"ATP6V0E2-AS1"	"M3"
"ATP6V1A"	"M16"
"ATP6V1B1"	"M19"
"ATP6V1C1"	"M10"
"ATP6V1C2"	"M19"
"ATP6V1D"	"M16"
"ATP6V1E2"	"M1"
"ATP6V1F"	"M4"
"ATP6V1FNB"	"M15"
"ATP6V1G1"	"M8"
"ATP6V1G1P7"	"M3"
"ATP6V1G2"	"M23"
"ATP6V1G2-DDX39B"	"M6"
"ATP6V1H"	"M3"
"ATP7B"	"M1"
"ATP8A1"	"M1"
"ATP8A2P3"	"M1"
"ATP8B1"	"M3"
"ATP8B2"	"M2"
"ATP8B3"	"M2"
"ATP8B4"	"M1"
"ATP9A"	"M13"
"ATP9B"	"M3"
"ATPSCKMT"	"M2"
"ATRAID"	"M4"
"ATRIP"	"M4"
"ATRNL1"	"M12"
"ATXN1"	"M21"
"ATXN1-AS1"	"M25"
"ATXN1L"	"M10"
"ATXN2"	"M3"
"ATXN2-AS"	"M1"
"ATXN2L"	"M2"
"ATXN3"	"M2"
"ATXN7"	"M10"
"ATXN7L1"	"M10"
"ATXN7L2"	"M5"
"ATXN7L3"	"M4"
"ATXN7L3B"	"M16"
"ATXN8OS"	"M3"
"AUP1"	"M6"
"AURKA"	"M9"
"AURKAIP1"	"M4"
"AURKAP1"	"M1"
"AURKB"	"M9"
"AURKC"	"M7"
"AUTS2"	"M16"
"AVEN"	"M3"
"AVIL"	"M3"
"AVPI1"	"M1"
"AVPR1A"	"M8"
"AXDND1"	"M1"
"AXIN1"	"M5"
"AXIN2"	"M3"
"AXL"	"M9"
"AZIN1"	"M7"
"AZIN2"	"M9"
"AZU1"	"M5"
"B2M"	"M30"
"B3GALNT1"	"M16"
"B3GALNT2"	"M25"
"B3GALT1"	"M21"
"B3GALT2"	"M2"
"B3GALT4"	"M1"
"B3GALT5"	"M8"
"B3GALT5-AS1"	"M1"
"B3GALT6"	"M14"
"B3GALT9"	"M3"
"B3GAT1"	"M1"
"B3GAT1-DT"	"M12"
"B3GAT2"	"M12"
"B3GAT3"	"M5"
"B3GLCT"	"M1"
"B3GNT2"	"M1"
"B3GNT3"	"M19"
"B3GNT4"	"M23"
"B3GNT5"	"M7"
"B3GNT6"	"M2"
"B3GNT7"	"M1"
"B3GNT8"	"M1"
"B3GNT9"	"M26"
"B3GNTL1"	"M2"
"B4GALNT1"	"M11"
"B4GALNT3"	"M1"
"B4GALNT4"	"M5"
"B4GALT1"	"M19"
"B4GALT1-AS1"	"M1"
"B4GALT2"	"M14"
"B4GALT3"	"M6"
"B4GALT5"	"M4"
"B4GALT6"	"M1"
"B4GALT7"	"M18"
"B4GAT1"	"M13"
"B9D1"	"M1"
"B9D2"	"M3"
"BAALC"	"M1"
"BAALC-AS1"	"M1"
"BAALC-AS2"	"M3"
"BAAT"	"M20"
"BABAM1"	"M6"
"BACE1"	"M22"
"BACE1-AS"	"M10"
"BACE2"	"M1"
"BACE2-IT1"	"M1"
"BACH1-AS1"	"M2"
"BACH1-IT1"	"M14"
"BACH1-IT2"	"M1"
"BACH1-IT3"	"M3"
"BACH2"	"M1"
"BAD"	"M5"
"BAG1"	"M3"
"BAG2"	"M5"
"BAG3"	"M6"
"BAG4"	"M12"
"BAG5"	"M2"
"BAG6"	"M6"
"BAGE2"	"M22"
"BAHCC1"	"M2"
"BAHD1"	"M5"
"BAIAP2"	"M1"
"BAIAP2-DT"	"M1"
"BAIAP2L1"	"M1"
"BAIAP2L2"	"M18"
"BAIAP3"	"M1"
"BAK1"	"M3"
"BAK1P1"	"M2"
"BAMBI"	"M1"
"BANCR"	"M6"
"BANF1"	"M6"
"BANK1"	"M1"
"BAP1"	"M4"
"BARD1"	"M7"
"BARHL1"	"M1"
"BARHL2"	"M1"
"BARX2"	"M6"
"BASP1"	"M14"
"BASP1-AS1"	"M4"
"BASP1P1"	"M4"
"BATF3"	"M13"
"BAX"	"M5"
"BAZ1A"	"M11"
"BAZ1B"	"M11"
"BAZ2A"	"M10"
"BAZ2B"	"M3"
"BBC3"	"M5"
"BBOF1"	"M1"
"BBOX1"	"M1"
"BBOX1-AS1"	"M2"
"BBS10"	"M8"
"BBS12"	"M12"
"BBS5"	"M10"
"BBS7"	"M11"
"BBS7-DT"	"M6"
"BBS9"	"M7"
"BBX"	"M2"
"BCAM"	"M2"
"BCAN"	"M1"
"BCAN-AS1"	"M1"
"BCAP29"	"M8"
"BCAR1"	"M10"
"BCAR3"	"M1"
"BCAR3-AS1"	"M1"
"BCAR4"	"M19"
"BCAS1"	"M1"
"BCAS2"	"M12"
"BCAS4"	"M2"
"BCAT1"	"M1"
"BCAT2"	"M10"
"BCCIP"	"M8"
"BCHE"	"M1"
"BCKDHA"	"M5"
"BCKDHB"	"M10"
"BCKDK"	"M14"
"BCL10"	"M7"
"BCL11A"	"M1"
"BCL11B"	"M1"
"BCL2"	"M11"
"BCL2L1"	"M5"
"BCL2L10"	"M1"
"BCL2L12"	"M23"
"BCL2L14"	"M1"
"BCL2L15"	"M6"
"BCL2L2-PABPN1"	"M3"
"BCL3"	"M1"
"BCL6"	"M21"
"BCL6B"	"M15"
"BCL7A"	"M1"
"BCL7B"	"M6"
"BCL7C"	"M13"
"BCL9"	"M11"
"BCL9L"	"M10"
"BCLAF1"	"M2"
"BCO2"	"M1"
"BCR"	"M18"
"BCRP2"	"M5"
"BCRP3"	"M14"
"BCS1L"	"M6"
"BCYRN1"	"M1"
"BDH1"	"M8"
"BDH2"	"M1"
"BDKRB1"	"M2"
"BDKRB2"	"M1"
"BDNF"	"M1"
"BDNF-AS"	"M1"
"BDP1"	"M2"
"BEAN1"	"M25"
"BEAN1-AS1"	"M12"
"BEGAIN"	"M15"
"BEND3"	"M11"
"BEND3P1"	"M3"
"BEND4"	"M1"
"BEND5"	"M3"
"BEND6"	"M23"
"BEND7"	"M1"
"BEST1"	"M3"
"BEST2"	"M22"
"BEST3"	"M3"
"BEST4"	"M1"
"BET1L"	"M5"
"BFAR"	"M6"
"BFSP1"	"M1"
"BFSP2"	"M1"
"BFSP2-AS1"	"M1"
"BGLAP"	"M5"
"BHLHA15"	"M15"
"BHLHB9P1"	"M1"
"BHLHE22"	"M8"
"BHLHE40"	"M1"
"BHLHE40-AS1"	"M1"
"BHLHE41"	"M1"
"BHMT"	"M20"
"BHMT2"	"M20"
"BICC1"	"M9"
"BICD1"	"M1"
"BICDL1"	"M1"
"BICDL2"	"M24"
"BICRA"	"M12"
"BICRAL"	"M10"
"BID"	"M1"
"BIN1"	"M25"
"BIN2"	"M19"
"BIN3"	"M6"
"BIRC3"	"M5"
"BIRC5"	"M9"
"BIRC6-AS2"	"M3"
"BIVM-ERCC5"	"M24"
"BLACAT1"	"M11"
"BLACE"	"M6"
"BLCAP"	"M13"
"BLID"	"M1"
"BLK"	"M4"
"BLM"	"M9"
"BLNK"	"M30"
"BLOC1S1"	"M4"
"BLOC1S2"	"M7"
"BLOC1S3"	"M15"
"BLOC1S4"	"M3"
"BLOC1S5"	"M8"
"BLOC1S5-TXNDC5"	"M3"
"BLOC1S6"	"M3"
"BLVRA"	"M4"
"BLVRB"	"M20"
"BLZF2P"	"M1"
"BMERB1"	"M22"
"BMF"	"M2"
"BMI1"	"M8"
"BMP1"	"M23"
"BMP2"	"M32"
"BMP2K"	"M2"
"BMP3"	"M16"
"BMP4"	"M1"
"BMP5"	"M19"
"BMP6"	"M1"
"BMP7"	"M9"
"BMP8B"	"M1"
"BMPER"	"M1"
"BMPR1A"	"M1"
"BMPR1AP1"	"M2"
"BMPR1AP2"	"M2"
"BMPR1B"	"M32"
"BMPR2"	"M2"
"BMS1P1"	"M14"
"BMS1P10"	"M1"
"BMS1P11"	"M1"
"BMS1P12"	"M1"
"BMS1P13"	"M1"
"BMS1P14"	"M1"
"BMS1P15"	"M1"
"BMS1P16"	"M11"
"BMS1P17"	"M1"
"BMS1P2"	"M6"
"BMS1P22"	"M6"
"BMS1P4"	"M15"
"BMS1P7"	"M1"
"BMS1P8"	"M1"
"BMS1P9"	"M1"
"BMT2"	"M7"
"BNC2"	"M1"
"BNIP3"	"M4"
"BNIP3L"	"M8"
"BNIP3P1"	"M4"
"BNIP3P13"	"M11"
"BNIP3P16"	"M1"
"BNIP3P28"	"M24"
"BNIP3P5"	"M2"
"BNIPL"	"M12"
"BOC"	"M9"
"BOK"	"M13"
"BOK-AS1"	"M29"
"BOLA1"	"M3"
"BOLA2"	"M1"
"BOLA2-SMG1P6"	"M7"
"BOLA2B"	"M6"
"BOLA2P2"	"M3"
"BOLA2P3"	"M1"
"BOLA3"	"M1"
"BOP1"	"M14"
"BORA"	"M9"
"BORCS5"	"M3"
"BORCS6"	"M5"
"BORCS7"	"M16"
"BORCS7-ASMT"	"M6"
"BORCS8"	"M14"
"BORCS8-MEF2B"	"M11"
"BPESC1"	"M2"
"BPGM"	"M1"
"BPI"	"M2"
"BPIFB1"	"M24"
"BPNT1"	"M1"
"BPTF"	"M3"
"BPTFP1"	"M3"
"BRAP"	"M2"
"BRAT1"	"M5"
"BRCA1"	"M9"
"BRCA1P1"	"M1"
"BRCA2"	"M11"
"BRCC3P1"	"M7"
"BRD1"	"M5"
"BRD2"	"M2"
"BRD3"	"M11"
"BRD3OS"	"M15"
"BRD4"	"M10"
"BRD7"	"M2"
"BRD9P2"	"M1"
"BRDT"	"M17"
"BRF1"	"M15"
"BRF2"	"M5"
"BRI3"	"M3"
"BRI3BP"	"M16"
"BRICD5"	"M13"
"BRINP1"	"M1"
"BRINP2"	"M1"
"BRINP3"	"M16"
"BRIP1"	"M25"
"BRIX1"	"M8"
"BRK1"	"M4"
"BRME1"	"M1"
"BRMS1"	"M6"
"BRMS1L"	"M12"
"BROX"	"M8"
"BRPF1"	"M10"
"BRPF3"	"M10"
"BRSK1"	"M5"
"BRSK2"	"M18"
"BRWD1"	"M8"
"BRWD1-AS1"	"M3"
"BRWD1-AS2"	"M3"
"BRWD1-IT1"	"M22"
"BSCL2"	"M1"
"BSG"	"M14"
"BSG-AS1"	"M9"
"BSN"	"M18"
"BSN-AS1"	"M2"
"BSND"	"M2"
"BSPRY"	"M1"
"BST1"	"M6"
"BST2"	"M26"
"BTAF1"	"M8"
"BTBD11"	"M1"
"BTBD16"	"M1"
"BTBD17"	"M3"
"BTBD19"	"M8"
"BTBD2"	"M14"
"BTBD3"	"M1"
"BTBD6"	"M14"
"BTBD7P1"	"M29"
"BTBD8"	"M7"
"BTC"	"M1"
"BTD"	"M1"
"BTF3"	"M8"
"BTF3-DT"	"M16"
"BTF3L4"	"M8"
"BTF3L4P2"	"M2"
"BTF3P6"	"M1"
"BTG1"	"M4"
"BTG2"	"M9"
"BTG3"	"M9"
"BTG3-AS1"	"M4"
"BTLA"	"M3"
"BTN2A1"	"M2"
"BTN2A2"	"M9"
"BTN2A3P"	"M23"
"BTN3A1"	"M21"
"BTN3A2"	"M11"
"BTN3A3"	"M2"
"BTNL9"	"M1"
"BUB1"	"M9"
"BUB1B"	"M9"
"BUB1B-PAK6"	"M1"
"BUB3"	"M4"
"BUD13"	"M6"
"BUD13P1"	"M1"
"BUD23"	"M6"
"BUD31"	"M2"
"BVES"	"M1"
"BVES-AS1"	"M1"
"BYSL"	"M9"
"BZW1"	"M7"
"BZW1P2"	"M10"
"BZW2"	"M8"
"C10orf105"	"M33"
"C10orf143"	"M2"
"C10orf53"	"M1"
"C10orf67"	"M1"
"C10orf71"	"M3"
"C10orf82"	"M1"
"C10orf88B"	"M9"
"C10orf90"	"M1"
"C10orf95-AS1"	"M1"
"C11orf1"	"M12"
"C11orf21"	"M20"
"C11orf45"	"M1"
"C11orf58"	"M8"
"C11orf65"	"M2"
"C11orf68"	"M14"
"C11orf71"	"M16"
"C11orf72"	"M8"
"C11orf87"	"M1"
"C11orf94"	"M1"
"C11orf95"	"M1"
"C11orf96"	"M3"
"C11orf98"	"M6"
"C12orf29"	"M2"
"C12orf40"	"M4"
"C12orf42"	"M21"
"C12orf45"	"M2"
"C12orf50"	"M3"
"C12orf54"	"M1"
"C12orf56"	"M1"
"C12orf57"	"M4"
"C12orf60"	"M3"
"C12orf75"	"M16"
"C12orf77"	"M14"
"C13orf42"	"M1"
"C14orf119"	"M4"
"C14orf132"	"M13"
"C14orf178"	"M2"
"C14orf28"	"M7"
"C14orf39"	"M1"
"C14orf93"	"M4"
"C15orf32"	"M23"
"C15orf39"	"M1"
"C15orf40"	"M2"
"C15orf48"	"M19"
"C15orf54"	"M6"
"C15orf61"	"M12"
"C15orf62"	"M1"
"C15orf65"	"M2"
"C16orf46"	"M1"
"C16orf54"	"M24"
"C16orf71"	"M1"
"C16orf72"	"M4"
"C16orf74"	"M23"
"C16orf82"	"M1"
"C16orf86"	"M13"
"C16orf87"	"M8"
"C16orf89"	"M1"
"C16orf91"	"M4"
"C16orf95"	"M2"
"C16orf96"	"M1"
"C17orf102"	"M1"
"C17orf107"	"M5"
"C17orf113"	"M13"
"C17orf49"	"M1"
"C17orf58"	"M16"
"C17orf67"	"M1"
"C17orf80"	"M2"
"C17orf97"	"M1"
"C17orf99"	"M20"
"C18orf15"	"M17"
"C18orf21"	"M2"
"C18orf32"	"M12"
"C18orf54"	"M9"
"C19orf12"	"M3"
"C19orf18"	"M3"
"C19orf25"	"M5"
"C19orf44"	"M10"
"C19orf47"	"M18"
"C19orf48"	"M3"
"C19orf53"	"M1"
"C19orf54"	"M10"
"C19orf71"	"M18"
"C19orf73"	"M22"
"C1D"	"M16"
"C1DP1"	"M2"
"C1GALT1C1L"	"M1"
"C1GALT1P1"	"M11"
"C1orf105"	"M6"
"C1orf109"	"M4"
"C1orf112"	"M9"
"C1orf115"	"M8"
"C1orf116"	"M26"
"C1orf122"	"M3"
"C1orf127"	"M24"
"C1orf141"	"M1"
"C1orf158"	"M1"
"C1orf159"	"M5"
"C1orf162"	"M3"
"C1orf167"	"M2"
"C1orf167-AS1"	"M24"
"C1orf194"	"M22"
"C1orf198"	"M4"
"C1orf21"	"M2"
"C1orf210"	"M17"
"C1orf216"	"M3"
"C1orf226"	"M1"
"C1orf229"	"M2"
"C1orf35"	"M5"
"C1orf52"	"M7"
"C1orf53"	"M3"
"C1orf54"	"M10"
"C1orf56"	"M9"
"C1orf74"	"M16"
"C1orf87"	"M3"
"C1orf94"	"M6"
"C1QA"	"M26"
"C1QB"	"M30"
"C1QBP"	"M8"
"C1QC"	"M26"
"C1QL1"	"M15"
"C1QL2"	"M1"
"C1QL3"	"M1"
"C1QL4"	"M1"
"C1QTNF1"	"M26"
"C1QTNF2"	"M1"
"C1QTNF3"	"M1"
"C1QTNF3-AMACR"	"M2"
"C1QTNF4"	"M5"
"C1QTNF5"	"M13"
"C1QTNF6"	"M7"
"C1QTNF7"	"M19"
"C1QTNF7-AS1"	"M7"
"C1QTNF9"	"M3"
"C1R"	"M26"
"C1RL"	"M10"
"C1RL-AS1"	"M3"
"C1S"	"M2"
"C2"	"M20"
"C20orf144"	"M2"
"C20orf203"	"M8"
"C20orf204"	"M2"
"C20orf27"	"M5"
"C20orf85"	"M33"
"C20orf96"	"M1"
"C21orf58"	"M9"
"C21orf62"	"M1"
"C21orf62-AS1"	"M1"
"C21orf91"	"M12"
"C22orf15"	"M3"
"C22orf23"	"M25"
"C22orf24"	"M1"
"C22orf34"	"M1"
"C22orf42"	"M1"
"C22orf46"	"M2"
"C2CD2"	"M1"
"C2CD2L"	"M22"
"C2CD3"	"M10"
"C2CD4A"	"M2"
"C2CD4B"	"M3"
"C2CD4C"	"M13"
"C2CD4D-AS1"	"M1"
"C2CD6"	"M1"
"C2orf15"	"M1"
"C2orf16"	"M1"
"C2orf49"	"M2"
"C2orf50"	"M1"
"C2orf66"	"M1"
"C2orf68"	"M1"
"C2orf69"	"M12"
"C2orf72"	"M25"
"C2orf73"	"M1"
"C2orf74"	"M17"
"C2orf76"	"M2"
"C2orf80"	"M1"
"C2orf83"	"M1"
"C2orf88"	"M1"
"C2orf91"	"M3"
"C2orf92"	"M8"
"C3"	"M2"
"C3AR1"	"M26"
"C3orf14"	"M8"
"C3orf18"	"M13"
"C3orf20"	"M1"
"C3orf22"	"M1"
"C3orf33"	"M10"
"C3orf35"	"M1"
"C3orf38"	"M2"
"C3orf52"	"M1"
"C3orf62"	"M3"
"C3orf70"	"M3"
"C3orf80"	"M21"
"C4A"	"M12"
"C4B"	"M7"
"C4BPA"	"M26"
"C4BPB"	"M3"
"C4orf17"	"M6"
"C4orf19"	"M1"
"C4orf3"	"M16"
"C4orf33"	"M12"
"C4orf36"	"M1"
"C4orf45"	"M3"
"C4orf46"	"M8"
"C4orf47"	"M1"
"C4orf48"	"M5"
"C4orf50"	"M25"
"C4orf54"	"M9"
"C5"	"M9"
"C5AR1"	"M2"
"C5AR2"	"M2"
"C5orf17"	"M3"
"C5orf34"	"M9"
"C5orf34-AS1"	"M3"
"C5orf38"	"M1"
"C5orf47"	"M1"
"C5orf49"	"M1"
"C5orf58"	"M31"
"C5orf60"	"M24"
"C5orf64"	"M4"
"C5orf66"	"M1"
"C6"	"M1"
"C6orf118"	"M1"
"C6orf120"	"M4"
"C6orf132"	"M24"
"C6orf136"	"M1"
"C6orf141"	"M11"
"C6orf163"	"M3"
"C6orf223"	"M3"
"C6orf226"	"M13"
"C6orf47"	"M4"
"C6orf52"	"M3"
"C6orf58"	"M2"
"C6orf62"	"M4"
"C6orf89"	"M6"
"C7"	"M1"
"C7orf25"	"M23"
"C7orf26"	"M5"
"C7orf31"	"M1"
"C7orf33"	"M9"
"C7orf50"	"M5"
"C7orf57"	"M33"
"C7orf61"	"M1"
"C7orf65"	"M8"
"C7orf69"	"M1"
"C8A"	"M20"
"C8B"	"M20"
"C8orf17"	"M2"
"C8orf31"	"M17"
"C8orf33"	"M14"
"C8orf34"	"M21"
"C8orf34-AS1"	"M5"
"C8orf37"	"M1"
"C8orf37-AS1"	"M3"
"C8orf48"	"M2"
"C8orf58"	"M5"
"C8orf74"	"M2"
"C8orf82"	"M5"
"C8orf86"	"M1"
"C8orf88"	"M7"
"C8orf89"	"M4"
"C9orf106"	"M1"
"C9orf116"	"M1"
"C9orf129"	"M25"
"C9orf131"	"M3"
"C9orf135"	"M1"
"C9orf139"	"M1"
"C9orf147"	"M4"
"C9orf152"	"M24"
"C9orf153"	"M3"
"C9orf16"	"M14"
"C9orf163"	"M3"
"C9orf24"	"M1"
"C9orf40"	"M7"
"C9orf64"	"M7"
"C9orf72"	"M8"
"C9orf78"	"M6"
"CA1"	"M24"
"CA10"	"M1"
"CA11"	"M15"
"CA12"	"M9"
"CA14"	"M2"
"CA15P1"	"M2"
"CA2"	"M3"
"CA3"	"M1"
"CA3-AS1"	"M1"
"CA4"	"M1"
"CA5A"	"M24"
"CA6"	"M24"
"CA8"	"M32"
"CA9"	"M14"
"CAB39"	"M2"
"CAB39L"	"M2"
"CABCOCO1"	"M23"
"CABLES1"	"M9"
"CABLES2"	"M10"
"CABP1"	"M5"
"CABP4"	"M22"
"CABP7"	"M9"
"CABYR"	"M2"
"CACFD1"	"M5"
"CACHD1"	"M1"
"CACNA1A"	"M1"
"CACNA1B"	"M12"
"CACNA1C"	"M7"
"CACNA1C-AS1"	"M1"
"CACNA1C-IT3"	"M8"
"CACNA1D"	"M1"
"CACNA1E"	"M1"
"CACNA1G"	"M1"
"CACNA1G-AS1"	"M1"
"CACNA1H"	"M5"
"CACNA1I"	"M9"
"CACNA1S"	"M1"
"CACNA2D1"	"M21"
"CACNA2D1-AS1"	"M3"
"CACNA2D2"	"M1"
"CACNA2D3"	"M1"
"CACNA2D4"	"M20"
"CACNB1"	"M10"
"CACNB2"	"M4"
"CACNB3"	"M6"
"CACNG1"	"M5"
"CACNG2"	"M25"
"CACNG3"	"M10"
"CACNG4"	"M15"
"CACNG5"	"M1"
"CACNG7"	"M15"
"CACNG8"	"M10"
"CACTIN"	"M5"
"CACUL1"	"M22"
"CACYBP"	"M2"
"CAD"	"M2"
"CADM2"	"M1"
"CADM2-AS1"	"M3"
"CADM2-AS2"	"M1"
"CADM3"	"M22"
"CADM3-AS1"	"M1"
"CADM4"	"M4"
"CADPS"	"M1"
"CADPS2"	"M32"
"CAGE1"	"M11"
"CAHM"	"M3"
"CALB1"	"M1"
"CALB2"	"M1"
"CALCB"	"M3"
"CALCOCO1"	"M1"
"CALCR"	"M1"
"CALCRL"	"M1"
"CALD1"	"M3"
"CALHM2"	"M1"
"CALHM5"	"M1"
"CALHM6"	"M16"
"CALM1"	"M1"
"CALM2"	"M16"
"CALM3"	"M22"
"CALML3-AS1"	"M32"
"CALML4"	"M1"
"CALN1"	"M21"
"CALR"	"M6"
"CALU"	"M11"
"CALY"	"M1"
"CAMK1"	"M13"
"CAMK1G"	"M1"
"CAMK2A"	"M1"
"CAMK2B"	"M25"
"CAMK2D"	"M1"
"CAMK2G"	"M22"
"CAMK2N1"	"M22"
"CAMK2N2"	"M1"
"CAMK4"	"M21"
"CAMKK1"	"M5"
"CAMKK2"	"M1"
"CAMKMT"	"M1"
"CAMKV"	"M8"
"CAMLG"	"M7"
"CAMSAP3"	"M18"
"CAMTA1"	"M1"
"CAMTA1-DT"	"M1"
"CAMTA1-IT1"	"M8"
"CAMTA2"	"M12"
"CAND1"	"M7"
"CAND2"	"M2"
"CANT1"	"M5"
"CANX"	"M2"
"CAP1"	"M6"
"CAP1P1"	"M21"
"CAP2"	"M8"
"CAP2P1"	"M16"
"CAPG"	"M1"
"CAPN1"	"M15"
"CAPN10"	"M5"
"CAPN10-DT"	"M3"
"CAPN11"	"M25"
"CAPN12"	"M1"
"CAPN13"	"M1"
"CAPN15"	"M5"
"CAPN3"	"M1"
"CAPN5"	"M10"
"CAPN8"	"M3"
"CAPN9"	"M3"
"CAPNS1"	"M6"
"CAPRIN1"	"M8"
"CAPRIN2"	"M3"
"CAPS"	"M3"
"CAPS2"	"M1"
"CAPSL"	"M33"
"CAPZA1"	"M7"
"CAPZA2"	"M12"
"CARD10"	"M3"
"CARD11"	"M2"
"CARD14"	"M1"
"CARD19"	"M13"
"CARD6"	"M14"
"CARD8"	"M9"
"CARD9"	"M5"
"CARHSP1"	"M1"
"CARM1"	"M10"
"CARM1P1"	"M1"
"CARMIL1"	"M9"
"CARMIL2"	"M15"
"CARMIL3"	"M10"
"CARMN"	"M1"
"CARNMT1"	"M8"
"CARNMT1-AS1"	"M10"
"CARNS1"	"M2"
"CARTPT"	"M1"
"CASC11"	"M1"
"CASC15"	"M1"
"CASC17"	"M1"
"CASC18"	"M1"
"CASC2"	"M1"
"CASC3"	"M10"
"CASC4P1"	"M2"
"CASC6"	"M9"
"CASC9"	"M4"
"CASD1"	"M12"
"CASKIN1"	"M13"
"CASKIN2"	"M9"
"CASP1"	"M1"
"CASP10"	"M2"
"CASP14"	"M1"
"CASP16P"	"M2"
"CASP2"	"M1"
"CASP3"	"M16"
"CASP4"	"M2"
"CASP4LP"	"M6"
"CASP6"	"M9"
"CASP7"	"M9"
"CASP8"	"M5"
"CASP8AP2"	"M2"
"CASP9"	"M1"
"CASQ1"	"M1"
"CASQ2"	"M2"
"CASR"	"M1"
"CAST"	"M3"
"CASTOR1"	"M5"
"CASTOR2"	"M6"
"CASTOR3"	"M16"
"CASZ1"	"M1"
"CAT"	"M10"
"CATIP"	"M1"
"CATSPER2"	"M1"
"CATSPER2P1"	"M2"
"CATSPER3"	"M6"
"CATSPERB"	"M1"
"CATSPERD"	"M3"
"CATSPERE"	"M1"
"CATSPERG"	"M12"
"CATSPERZ"	"M1"
"CAV1"	"M30"
"CAV2"	"M2"
"CAVIN1"	"M19"
"CAVIN2"	"M1"
"CAVIN2-AS1"	"M1"
"CAVIN3"	"M15"
"CAVIN4"	"M1"
"CBARP"	"M14"
"CBARP-DT"	"M7"
"CBFA2T2"	"M11"
"CBFA2T3"	"M1"
"CBFB"	"M1"
"CBLB"	"M8"
"CBLL1"	"M2"
"CBLN1"	"M1"
"CBLN2"	"M1"
"CBLN3"	"M9"
"CBLN4"	"M11"
"CBR1"	"M14"
"CBR3"	"M1"
"CBR3-AS1"	"M4"
"CBS"	"M1"
"CBSL"	"M1"
"CBWD1"	"M5"
"CBWD2"	"M17"
"CBWD3"	"M3"
